car,price,body,mileage,engV,engType,registration,year,model,drive
Toyota,32900,crossover,82,2.7,Petrol,yes,2013,Venza,full
Lexus,32900,crossover,54,3.5,Gas,yes,2010,RX 350,full
BMW,32900,crossover,90,3,Petrol,yes,2008,X6,full
Dodge,32900,other,53,5.7,Gas,yes,2010,RAM,full
Toyota,32950,other,50,5.7,Petrol,yes,2013,Tundra,full
Land Rover,33000,crossover,140,5,Petrol,yes,2010,Range Rover Sport,full
Infiniti,33000,crossover,90,3.7,Petrol,yes,2011,FX 37,full
BMW,33000,crossover,200,3,Diesel,yes,2010,X5,full
Mitsubishi,33000,other,0,2.4,Diesel,yes,2016,L 200,full
Mercedes-Benz,33000,crossover,109,2.2,Diesel,yes,2012,GLK 220,full
Audi,33000,crossover,60,2,Petrol,yes,2011,Q5,full
MINI,33000,other,30,2,Diesel,yes,2014,Paceman,full
Toyota,33200,crossover,150,4,Gas,yes,2010,Land Cruiser Prado,full
Audi,33300,crossover,71,2,Petrol,yes,2011,Q5,full
Toyota,33333,vagon,73,4,Gas,yes,2009,FJ Cruiser,full
Toyota,33333,vagon,73,4,Gas,yes,2009,FJ Cruiser,full
Kia,33419.1,crossover,0,2.2,Diesel,yes,2015,Sorento,full
Volkswagen,33500,crossover,98,NA,Petrol,yes,2013,Touareg,full
Audi,33500,sedan,42,2,Petrol,yes,2013,A5,full
Volvo,33500,crossover,88,2.4,Diesel,yes,2012,XC90,full
Audi,33500,crossover,67,2,Petrol,yes,2011,Q5,full
Land Rover,33500,crossover,54,2,Petrol,yes,2013,Range Rover Evoque,full
Hyundai,33500,crossover,0,2,Petrol,yes,2016,Tucson,full
BMW,33700,crossover,134,4.4,Petrol,yes,2009,X6,full
Lexus,33700,crossover,82,3.5,Petrol,yes,2010,RX 350,full
Lexus,33700,crossover,82,3.5,Other,yes,2010,RX 450,full
Toyota,33715.5,crossover,1,2.7,Petrol,yes,2015,Land Cruiser Prado,full
Infiniti,33800,crossover,44,3.7,Petrol,yes,2012,FX 37,full
Mercedes-Benz,33800,crossover,120,3,Diesel,yes,2010,ML 350,full
Audi,33900,sedan,58,2,Petrol,yes,2014,A5,full
Toyota,33950,other,65,5.7,Petrol,yes,2013,Tundra,full
Audi,34000,crossover,118,2,Diesel,yes,2013,Q5,full
Volkswagen,34000,crossover,92,3,Diesel,yes,2012,Touareg,full
Audi,34000,crossover,119,2,Diesel,yes,2013,Q5,full
Toyota,34000,crossover,44,3.5,Petrol,yes,2012,Highlander,full
BMW,34000,sedan,115,5,Petrol,yes,2008,750,full
BMW,34400,crossover,37,2,Diesel,yes,2013,X1,full
BMW,34500,other,160,3,Diesel,yes,2011,X5,full
BMW,34500,crossover,85,3,Petrol,yes,2010,X5,full
BMW,34500,other,160,3,Diesel,yes,2010,X5,full
Audi,34500,sedan,71,2.8,Petrol,yes,2012,A6,full
BMW,34500,sedan,45,2,Petrol,yes,2013,320,full
Volkswagen,34500,crossover,108,3,Diesel,yes,2012,Touareg,full
Hyundai,34500,crossover,0,2,Diesel,yes,2016,Tucson,full
Lexus,34500,crossover,94,3.5,Petrol,yes,2012,RX 350,full
Lexus,34500,crossover,94,3.5,Petrol,yes,2011,RX 350,full
BMW,34600,crossover,163,5,Petrol,yes,2011,X5 M,full
Infiniti,34600,crossover,31,2.5,Petrol,yes,2014,QX50,full
BMW,34900,crossover,117,3,Petrol,yes,2011,X5,full
Jeep,34900,crossover,74,6.1,Petrol,yes,2006,Grand Cherokee,full
BMW,34900,crossover,35,3,Petrol,yes,2011,X3,full
BMW,34900,crossover,65,2,Petrol,yes,2013,X3,full
BMW,34900,crossover,110,4.4,Petrol,yes,2010,X6,full
Land Rover,34900,crossover,38,2.2,Diesel,yes,2013,Freelander,full
Mercedes-Benz,34900,crossover,64,2.2,Diesel,yes,2013,GLK 220,full
Volvo,34900,crossover,200,2.4,Diesel,yes,2014,XC70,full
Lexus,35000,crossover,33,3.5,Petrol,yes,2012,RX 350,full
Mercedes-Benz,35000,crossover,154,3.2,Diesel,yes,2008,GL 320,full
Audi,35000,sedan,61,2.8,Petrol,yes,2012,A6,full
Audi,35000,sedan,92,2.8,Petrol,yes,2013,A6,full
Volkswagen,35000,sedan,74,4.2,Gas,yes,2011,Phaeton,full
Volkswagen,35000,crossover,20,2,Diesel,yes,2014,Tiguan,full
Lexus,35000,crossover,87,4.7,Gas,yes,2007,LX 470,full
Ford,35000,other,67,5,Gas,yes,2011,F-150,full
Toyota,35138.2941,crossover,0,2,Petrol,yes,2016,Rav 4,full
Toyota,35500,crossover,165,4,Gas,yes,2011,Land Cruiser Prado,full
Mercedes-Benz,35500,crossover,99,5,Gas,yes,2005,G 63 AMG,full
BMW,35500,crossover,33,2,Diesel,yes,2014,X1,full
Toyota,35500,crossover,85,3,Diesel,yes,2012,Land Cruiser Prado,full
Audi,35500,crossover,130,3,Diesel,yes,2010,Q7,full
Mercedes-Benz,35500,sedan,137,3,Diesel,yes,2011,E-Class,full
Hyundai,35500,crossover,0,2,Diesel,yes,2016,Tucson,full
Mercedes-Benz,35500,sedan,100,3.5,Petrol,yes,2010,S 350,full
Mercedes-Benz,35500,sedan,100,3.5,Petrol,yes,2010,S 350,full
Toyota,35555,crossover,40,3.5,Petrol,yes,2013,Highlander,full
Land Rover,35700,crossover,90,5,Petrol,yes,2012,Range Rover,full
Land Rover,35750,crossover,71,2.2,Diesel,yes,2013,Range Rover Evoque,full
Volkswagen,35800,crossover,92,3,Diesel,yes,2011,Touareg,full
Audi,35900,crossover,143,3,Diesel,yes,2010,Q7,full
Mercedes-Benz,35900,crossover,254,5,Gas,yes,2004,G 500,full
Volkswagen,35900,van,132,2,Diesel,yes,2011,Multivan,full
Toyota,35900,crossover,84,3,Diesel,yes,2013,Land Cruiser Prado,full
Infiniti,35999,crossover,98,3.7,Gas,yes,2012,FX 37,full
Toyota,35999,crossover,102,4,Petrol,yes,2011,Land Cruiser Prado,full
Volkswagen,35999,crossover,84,3,Diesel,yes,2011,Touareg,full
Audi,36000,crossover,145,3,Petrol,yes,2010,Q7,full
Audi,36000,vagon,40,3,Diesel,yes,2010,Q7,full
Mercedes-Benz,36000,crossover,162,3,Diesel,yes,2009,GL 320,full
Hyundai,36000,crossover,70,2.2,Diesel,yes,2013,Santa FE,full
Mitsubishi,36000,crossover,0,2.4,Petrol,yes,2016,Outlander,full
Toyota,36000,crossover,66,3,Diesel,yes,2010,Land Cruiser Prado,full
Audi,36100,sedan,75,3,Diesel,yes,2011,A7,full
Ford,36155,crossover,0,2,Diesel,yes,2016,Kuga,full
BMW,36300,crossover,83,3.5,Petrol,yes,2010,X6,full
BMW,36400,crossover,80,3,Petrol,yes,2011,X5,full
Audi,36500,crossover,115,3,Diesel,yes,2010,Q7,full
Land Rover,36500,crossover,99,5,Petrol,yes,2011,Range Rover Sport,full
Audi,36500,crossover,159,3,Diesel,yes,2010,Q7,full
Toyota,36500,crossover,2,3,Diesel,yes,2014,Hilux,full
Hyundai,36500,crossover,0,2,Diesel,yes,2016,Tucson,full
Land Rover,36700,crossover,87,5,Petrol,yes,2010,Range Rover Sport,full
Toyota,36700,crossover,43,3,Diesel,yes,2012,Land Cruiser Prado,full
Toyota,36800,crossover,77,3,Diesel,yes,2012,Land Cruiser Prado,full
Infiniti,36900,crossover,82,3,Diesel,yes,2012,FX 30,full
BMW,36900,crossover,82,3,Petrol,yes,2010,X6,full
Porsche,36999,crossover,112,3,Diesel,yes,2010,Cayenne,full
Jeep,36999,crossover,0,2.4,Petrol,yes,2014,Cherokee,full
Audi,37000,sedan,37,2.8,Petrol,yes,2012,A6,full
BMW,37000,sedan,130,3,Petrol,yes,2011,535,full
Lexus,37000,sedan,64,4.6,Petrol,yes,2010,LS 460,full
BMW,37000,sedan,95,4.4,Petrol,yes,2011,750,full
Audi,37000,other,170,3,Diesel,yes,2010,Q7,full
BMW,37000,crossover,186,5,Petrol,yes,2008,X6,full
BMW,37200,other,115,3,Diesel,yes,2011,X5,full
Hyundai,37400,crossover,0,2.2,Diesel,yes,2016,Santa FE,full
Toyota,37500,crossover,115,5.7,Petrol,yes,2008,Land Cruiser 200,full
Porsche,37500,crossover,42,4.8,Petrol,yes,2009,Cayenne,full
BMW,37500,crossover,115,3,Diesel,yes,2008,X5 M,full
BMW,37500,crossover,110,4.4,Petrol,yes,2011,X6,full
Subaru,37500,crossover,0,2,Diesel,yes,2016,Forester,full
Toyota,37600,crossover,126,4.7,Petrol,yes,2008,Land Cruiser 200,full
Toyota,37700,crossover,62,3,Diesel,yes,2013,Land Cruiser Prado,full
Toyota,37700,crossover,47,5.7,Gas,yes,2009,Sequoia,full
BMW,37700,crossover,108,3,Petrol,yes,2011,X3,full
Audi,37800,other,126,3,Diesel,yes,2010,Q7,full
Volkswagen,37900,crossover,73,3,Diesel,yes,2012,Touareg,full
BMW,37900,crossover,97,3,Diesel,yes,2010,X6,full
Volkswagen,37900,crossover,73,3,Diesel,yes,2012,Touareg,full
Nissan,37900,crossover,67,5.6,Petrol,yes,2011,Patrol,full
Nissan,37900,crossover,92,5.6,Petrol,yes,2012,Patrol,full
Infiniti,37900,crossover,32,3.7,Petrol,yes,2013,FX 37,full
Subaru,37900,crossover,0,2,Diesel,yes,2016,Forester,full
Volkswagen,37990,crossover,140,3,Diesel,yes,2012,Touareg,full
Subaru,38000,crossover,0,2,Petrol,yes,2016,Forester,full
Honda,38000,crossover,0,1.6,Diesel,yes,2016,CR-V,full
Land Rover,38000,crossover,130,3.6,Diesel,yes,2010,Range Rover,full
BMW,38000,crossover,223,3,Diesel,yes,2011,535,full
Volkswagen,38000,crossover,189,3,Diesel,yes,2012,Touareg,full
Toyota,38233,other,0,2.4,Diesel,yes,2016,Hilux,full
Toyota,38300,crossover,130,5.7,Gas,yes,2009,Land Cruiser 200,full
Land Rover,38500,other,56,2,Petrol,yes,2013,Range Rover Evoque,full
Rover,38500,crossover,55,2.3,Petrol,yes,2013,Range Rover,full
Porsche,38500,crossover,106,3,Diesel,yes,2010,Cayenne,full
Toyota,38500,crossover,20,5.7,Gas,yes,2014,Tundra,full
Audi,38500,vagon,75,2,Diesel,yes,2013,Q3,full
Mercedes-Benz,38700,sedan,117,5.5,Petrol,yes,2010,S 550,full
Subaru,38800,crossover,0,NA,Diesel,yes,2016,Forester,full
Nissan,38800,crossover,112,5.6,Petrol,yes,2012,Patrol,full
Subaru,38900,crossover,0,2,Diesel,yes,2016,Forester,full
Subaru,38900,crossover,0,2,Diesel,yes,2016,Forester,full
Mercedes-Benz,38900,crossover,65,4.5,Petrol,yes,2010,GL 450,full
Subaru,38900,crossover,1,2,Diesel,yes,2016,Forester,full
Toyota,39000,crossover,88,4.5,Diesel,yes,2009,Land Cruiser 200,full
BMW,39000,crossover,180,3,Diesel,yes,2011,X5,full
Mercedes-Benz,39000,crossover,195,5,Gas,yes,2002,G 500,full
BMW,39000,crossover,38,3,Petrol,yes,2009,X6,full
Hummer,39500,other,110,6,Gas,yes,2007,H2,full
BMW,39500,vagon,93,2,Diesel,yes,2012,525,full
Hyundai,39500,crossover,1,2.2,Diesel,yes,2014,Santa FE,full
Toyota,39500,other,1,2.8,Diesel,yes,2016,Hilux,full
Toyota,39500,other,100,4.5,Diesel,yes,2008,Land Cruiser 200,full
BMW,39500,crossover,115,4.4,Petrol,yes,2010,X5,full
BMW,39600,crossover,98,3,Petrol,yes,2011,X6,full
Land Rover,39700,crossover,87,NA,Petrol,yes,2010,Range Rover,full
Infiniti,39800,crossover,50,3.7,Petrol,yes,2014,QX70,full
Audi,39800,sedan,180,4.2,Other,yes,2012,A8,full
Hyundai,39900,crossover,0,2.2,Diesel,yes,2016,Santa FE,full
Land Rover,39900,crossover,120,5,Petrol,yes,2012,Range Rover,full
Mercedes-Benz,39900,crossover,127,5.5,Petrol,yes,2010,GL 550,full
Mercedes-Benz,39900,sedan,84,5.5,Petrol,yes,2011,S 500,full
Mercedes-Benz,39900,crossover,126,5.5,Petrol,yes,2010,GL 500,full
Toyota,39900,crossover,94,4,Gas,yes,2010,Land Cruiser Prado,full
Land Rover,39900,crossover,112,5,Petrol,yes,2010,Range Rover,full
Land Rover,39900,crossover,70,3,Diesel,yes,2011,Range Rover Sport,full
Lexus,39900,crossover,69,4.6,Gas,yes,2010,GX,full
Toyota,39900,crossover,11,4,Petrol,yes,2013,Tacoma,full
Land Rover,39900,crossover,124,5,Petrol,yes,2011,Range Rover,full
BMW,39900,crossover,82,3,Petrol,yes,2011,X6,full
Land Rover,39900,crossover,120,5,Petrol,yes,2012,Range Rover,full
Audi,39999,crossover,45,2,Diesel,yes,2014,Q5,full
BMW,39999,sedan,45,3,Petrol,yes,2011,535,full
Audi,39999,crossover,45,2,Diesel,yes,2014,Q5,full
Audi,39999,crossover,45,2,Diesel,yes,2014,Q3,full
Audi,39999,crossover,100,3,Diesel,yes,2011,Q7,full
Land Rover,40000,vagon,52,2.2,Diesel,yes,2013,Range Rover Evoque,full
Jeep,40000,crossover,45,3,Diesel,yes,2012,Grand Cherokee,full
Mercedes-Benz,40000,other,119,6.3,Petrol,yes,2008,ML 63 AMG,full
Mercedes-Benz,40000,crossover,152,5,Gas,yes,2006,G 500,full
Volkswagen,40000,other,170,2,Diesel,yes,2011,Multivan,full
Ford,40000,crossover,12,3.5,Other,yes,2014,Explorer,full
BMW,40000,crossover,48,4.4,Petrol,yes,2009,X6,full
Mercedes-Benz,40500,crossover,54,5.5,Petrol,yes,2011,GL 500,full
Mercedes-Benz,40500,sedan,108,5.5,Petrol,yes,2010,S 500,full
Volvo,40500,sedan,0,2.4,Diesel,yes,2016,S60,full
Volkswagen,40500,crossover,37,3,Diesel,yes,2012,Touareg,full
Ford,40600,other,0,2.2,Diesel,yes,2016,Ranger,full
Infiniti,40700,crossover,34,3.7,Petrol,yes,2013,QX70,full
Mitsubishi,40800,crossover,0,2.4,Diesel,yes,2016,Pajero Sport,full
Land Rover,40900,crossover,90,3.6,Diesel,yes,2011,Range Rover Sport,full
Infiniti,40900,crossover,64,3,Diesel,yes,2014,FX 30,full
Honda,40900,crossover,0,1.6,Diesel,yes,2016,CR-V,full
Honda,40900,crossover,0,1.6,Diesel,yes,2016,CR-V,full
Mitsubishi,40990,crossover,0,2.4,Diesel,yes,2016,Pajero Sport,full
GMC,40999,van,130,5.3,Petrol,yes,2010,Savana,full
BMW,41000,crossover,80,3,Petrol,yes,2012,X6,full
Audi,41000,crossover,88,4.2,Diesel,yes,2010,Q7,full
Volkswagen,41000,crossover,180,3,Diesel,yes,2013,Touareg,full
Land Rover,41000,crossover,80,5,Petrol,yes,2011,Range Rover Sport,full
BMW,41000,crossover,80,3,Petrol,yes,2012,X6,full
Honda,41000,crossover,0,1.6,Diesel,yes,2016,CR-V,full
BMW,41000,sedan,97,4.4,Petrol,yes,2011,750,full
BMW,41500,vagon,42,2,Petrol,yes,2012,X3,full
Land Rover,41500,crossover,95,5,Petrol,yes,2010,Range Rover,full
BMW,41500,crossover,176,3,Diesel,yes,2012,X5,full
Toyota,41900,crossover,89,4.5,Diesel,yes,2012,Land Cruiser 200,full
Land Rover,42000,crossover,60,2,Petrol,yes,2012,Range Rover Evoque,full
BMW,42000,sedan,71,2.99,Petrol,yes,2011,535,full
Porsche,42000,other,49,3.8,Petrol,yes,2008,911,full
Infiniti,42000,crossover,33,3.7,Petrol,yes,2014,QX70,full
Toyota,42000,crossover,97,4,Petrol,yes,2010,4Runner,full
BMW,42000,crossover,128,4.4,Petrol,yes,2011,X5 M,full
BMW,42000,crossover,33,2,Petrol,yes,2014,X3,full
Land Rover,42000,crossover,86,5,Petrol,yes,2010,Range Rover,full
Volkswagen,42500,crossover,63,3,Diesel,yes,2014,Touareg,full
Toyota,42500,crossover,50,3,Diesel,yes,2012,Land Cruiser Prado,full
Infiniti,42500,crossover,42,3.7,Petrol,yes,2013,FX 37,full
Infiniti,42500,crossover,42,3.7,Petrol,yes,2013,QX70,full
BMW,42500,crossover,29,3,Petrol,yes,2011,X3,full
Mercedes-Benz,42500,sedan,100,5.5,Petrol,yes,2011,S 500,full
Mercedes-Benz,42500,sedan,140,5.5,Petrol,yes,2011,S 500,full
Mercedes-Benz,42500,sedan,110,3,Diesel,yes,2011,S 350,full
Audi,42700,crossover,75,3,Diesel,yes,2013,Q7,full
Kia,42741.621,crossover,0,2.2,Diesel,yes,2016,Sorento,full
Toyota,42900,crossover,51,3,Diesel,yes,2013,Land Cruiser Prado,full
Audi,42900,crossover,140,3,Diesel,yes,2013,Q7,full
Lexus,43000,crossover,33,3.5,Petrol,yes,2013,RX 350,full
Audi,43000,crossover,1,2,Petrol,yes,2016,Q3,full
Land Rover,43000,crossover,70,3.6,Diesel,yes,2010,Range Rover,full
Hummer,43000,crossover,125,6.2,Gas,yes,2008,H2,full
BMW,43163.25,crossover,0,2,Diesel,yes,2016,X1,full
Land Rover,43500,crossover,54,5,Petrol,yes,2012,Range Rover Sport,full
Mercedes-Benz,43500,sedan,59,4.6,Petrol,yes,2011,S 500,full
BMW,43719,crossover,0,2,Petrol,yes,2016,X3,full
Lexus,43800,crossover,85,5.7,Gas,yes,2009,LX 570,full
Subaru,43900,vagon,0,2,Diesel,yes,2016,Outback,full
Mercedes-Benz,43900,crossover,89,3,Diesel,yes,2012,ML 350,full
Land Rover,43900,crossover,78,5,Petrol,yes,2011,Range Rover,full
Land Rover,43999,crossover,56,2.2,Diesel,yes,2013,Range Rover Evoque,full
Toyota,43999,other,1,2.8,Diesel,yes,2016,Hilux,full
Toyota,43999,other,0,2.8,Diesel,yes,2016,Hilux,full
Land Rover,44000,crossover,99,5,Petrol,yes,2010,Range Rover,full
Mercedes-Benz,44000,other,82,5.5,Petrol,yes,2010,S 500,full
BMW,44000,crossover,80,3,Diesel,yes,2012,X5,full
Volkswagen,44000,crossover,150,4.2,Diesel,yes,2011,Touareg,full
Lexus,44500,crossover,144,5.7,Gas,yes,2009,LX 570,full
Lexus,44500,crossover,127,5.7,Petrol,yes,2009,LX 570,full
Porsche,44500,crossover,115,4.8,Petrol,yes,2010,Cayenne,full
Subaru,44500,crossover,0,2,Diesel,yes,2016,Outback,full
Land Rover,44500,crossover,64,5,Petrol,yes,2011,Range Rover Sport,full
Volkswagen,44600,crossover,60,3,Diesel,yes,2013,Touareg,full
Toyota,44700,crossover,120,3.5,Petrol,yes,2013,Venza,full
Chevrolet,44700,van,120,3.5,Petrol,yes,2013,Express пасс.,full
Volkswagen,44700,van,120,3.5,Petrol,yes,2013,Sharan,full
Audi,44800,crossover,100,3,Diesel,yes,2014,Q7,full
Audi,44800,crossover,95,3,Diesel,yes,2014,Q7,full
BMW,44999,crossover,87,3,Diesel,yes,2011,X6,full
BMW,45000,sedan,110,NA,Other,yes,2012,535,full
Land Rover,45000,crossover,80,5,Petrol,yes,2010,Range Rover,full
Volkswagen,45000,sedan,90,3,Diesel,yes,2011,Phaeton,full
Toyota,45000,crossover,80,4,Petrol,yes,2013,Land Cruiser Prado,full
BMW,45000,crossover,80,3,Petrol,yes,2011,X6,full
Lexus,45000,crossover,125,3.5,Petrol,yes,2013,RX 350,full
Land Rover,45000,crossover,83,2.4,Diesel,yes,2008,Defender,full
BMW,45200,crossover,68,3,Diesel,yes,2012,X5,full
Lexus,45300,crossover,1,2,Petrol,yes,2015,NX 200,full
Land Rover,45500,crossover,112,3,Diesel,yes,2012,Range Rover Sport,full
Toyota,45500,crossover,65,4,Gas,yes,2010,FJ Cruiser,full
Porsche,45500,sedan,80,3.6,Petrol,yes,2011,Panamera,full
Porsche,45500,crossover,74,3.6,Petrol,yes,2011,Cayenne,full
Jeep,45500,crossover,31,3.6,Petrol,yes,2014,Grand Cherokee,full
Toyota,45500,crossover,45,3.5,Petrol,yes,2015,Highlander,full
BMW,45500,crossover,76,4.4,Petrol,yes,2010,X6 M,full
Lexus,45555,crossover,25,3.5,Petrol,yes,2013,RX 350,full
Lexus,45600,crossover,155,5.7,Other,yes,2009,LX 570,full
Porsche,45900,crossover,54,3.6,Petrol,yes,2011,Cayenne,full
Audi,46000,sedan,170,4.2,Diesel,yes,2011,A8,full
Mitsubishi,46000,crossover,0,2.4,Diesel,yes,2016,Pajero Sport,full
Land Rover,46000,crossover,75,5,Petrol,yes,2012,Range Rover,full
Infiniti,46022.028,crossover,1,2.5,Petrol,yes,2015,QX50,full
Mercedes-Benz,46500,crossover,127,5,Petrol,yes,2008,G 500,full
Toyota,46500,other,4,3,Diesel,yes,2016,Hilux,full
Lexus,46500,crossover,60,4.6,Petrol,yes,2012,GX,full
Lexus,46500,crossover,35,3.5,Petrol,yes,2013,RX 350,full
Mercedes-Benz,46700,sedan,115,5.5,Petrol,yes,2011,S 500,full
Land Rover,46800,crossover,51,2.2,Other,yes,2013,Range Rover Evoque,full
Land Rover,46900,crossover,115,3,Diesel,yes,2012,Range Rover Sport,full
Land Rover,46900,crossover,50,5,Petrol,yes,2012,Range Rover,full
Acura,46999,crossover,30,3.5,Petrol,yes,2014,MDX,full
Lexus,47000,crossover,1,5.7,Petrol,yes,2008,LX 570,full
Lexus,47000,crossover,82,5.7,Petrol,yes,2009,LX 570,full
Cadillac,47000,crossover,23,6.2,Petrol,yes,2008,Escalade,full
Audi,47000,crossover,64,3,Diesel,yes,2013,Q7,full
BMW,47300,crossover,10,2,Diesel,yes,2016,X3,full
Mercedes-Benz,47300,sedan,121,3,Diesel,yes,2012,S 350,full
Land Rover,47500,crossover,63,4.4,Diesel,yes,2012,Range Rover,full
Toyota,47500,crossover,45,3,Diesel,yes,2014,Land Cruiser Prado,full
BMW,47500,sedan,0,2,Diesel,yes,2016,320,full
Toyota,47500,crossover,45,3,Diesel,yes,2014,Land Cruiser Prado,full
Toyota,47700,crossover,810,4.7,Gas,yes,2010,Land Cruiser 200,full
Volkswagen,47777,sedan,91,3,Diesel,yes,2012,Phaeton,full
BMW,47777,crossover,142,3,Other,yes,2011,X6,full
Porsche,47900,crossover,140,4.8,Petrol,yes,2011,Cayenne,full
Audi,48000,crossover,75,3,Diesel,yes,2013,Q7,full
Audi,48000,crossover,126,3,Diesel,yes,2013,Q7,full
Audi,48000,crossover,90,3,Diesel,yes,2013,Q7,full
Lexus,48000,crossover,76,4.6,Gas,yes,2010,GX,full
Toyota,48000,crossover,59,3,Diesel,yes,2014,Land Cruiser Prado,full
Lexus,48000,other,50,5.7,Petrol,yes,2009,LX 570,full
BMW,48535.5,crossover,0,2,Diesel,yes,2016,X3,full
BMW,48550,other,147,4,Diesel,yes,2012,X5,full
Land Rover,48888,crossover,128,4.4,Diesel,yes,2012,Range Rover,full
BMW,48900,crossover,60,3,Diesel,yes,2011,X3,full
Audi,48900,other,82,4.2,Petrol,yes,2007,R8,full
Land Rover,49000,crossover,87,5,Petrol,yes,2011,Range Rover,full
Porsche,49500,crossover,60,3.6,Petrol,yes,2012,Cayenne,full
Mercedes-Benz,49500,crossover,52,3,Diesel,yes,2013,ML 350,full
Volkswagen,49500,crossover,80,3,Diesel,yes,2014,Touareg,full
Audi,49700,crossover,80,3,Diesel,yes,2013,Q7,full
Land Rover,49800,crossover,76,5,Petrol,yes,2012,Range Rover Sport,full
Porsche,49900,crossover,73,3,Diesel,yes,2011,Cayenne,full
Porsche,49900,crossover,73,3,Diesel,yes,2011,Cayenne,full
Infiniti,49900,crossover,20,3,Diesel,yes,2015,QX70,full
Audi,49900,other,79,4.2,Petrol,yes,2007,R8,full
Land Rover,49999,crossover,43,5,Petrol,yes,2012,Range Rover Sport,full
Porsche,49999,crossover,65,3.6,Petrol,yes,2012,Cayenne,full
Volkswagen,49999,van,59,2,Diesel,yes,2014,Multivan,full
Land Rover,50000,crossover,100,4.4,Diesel,yes,2011,Range Rover,full
Mercedes-Benz,50250,sedan,0,2.2,Diesel,yes,2015,E-Class,full
BMW,50499,sedan,128,3,Diesel,yes,2013,730,full
Lexus,50500,crossover,9,2,Petrol,yes,2016,NX 200,full
Infiniti,50695.515,crossover,1,3.7,Petrol,yes,2015,QX70,full
Infiniti,50695.515,crossover,0,3.7,Petrol,yes,2015,QX70,full
Mercedes-Benz,50800,crossover,30,3.5,Diesel,yes,2013,ML 350,full
Porsche,50900,crossover,53,3.6,Petrol,yes,2013,Cayenne,full
Porsche,50900,crossover,53,3.6,Petrol,yes,2013,Cayenne,full
Mercedes-Benz,50900,crossover,85,3,Diesel,yes,2013,ML 350,full
Porsche,51000,crossover,52,3,Diesel,yes,2013,Cayenne,full
Audi,51000,crossover,44,3,Diesel,yes,2014,Q7,full
Mercedes-Benz,51000,sedan,119,4.7,Petrol,yes,2012,S 500,full
Land Rover,51500,crossover,93,3,Diesel,yes,2013,Range Rover Sport,full
Audi,51500,crossover,27,3,Diesel,yes,2013,Q7,full
Toyota,51500,crossover,70,3,Diesel,yes,2015,Land Cruiser Prado,full
Audi,51500,crossover,28,3,Diesel,yes,2014,Q7,full
BMW,51500,crossover,23,3,Petrol,yes,2013,X6,full
BMW,51500,hatch,77,3,Petrol,yes,2012,535,full
Volkswagen,51900,crossover,30,3,Diesel,yes,2015,Touareg,full
Porsche,51900,sedan,57,3.6,Petrol,yes,2011,Panamera,full
BMW,51900,crossover,106,3,Diesel,yes,2012,X6,full
Volkswagen,51900,crossover,30,3,Diesel,yes,2015,Touareg,full
Volkswagen,51900,crossover,30,3,Diesel,yes,2015,Touareg,full
Land Rover,52000,crossover,70,4.4,Diesel,yes,2012,Range Rover,full
Porsche,52000,crossover,88,3.6,Petrol,yes,2012,Cayenne,full
BMW,52000,crossover,7,2,Diesel,yes,2015,X1,full
Porsche,52000,crossover,79,3,Diesel,yes,2011,Cayenne,full
Audi,52000,other,124,3,Diesel,yes,2012,A8,full
Porsche,52000,crossover,70,3,Diesel,yes,2012,Cayenne,full
Audi,52055.25,crossover,0,2,Diesel,yes,2016,Q5,full
BMW,52222,hatch,3,2,Diesel,yes,2016,4 Series Gran Coupe,full
Volkswagen,52300,crossover,19,3,Diesel,yes,2014,Touareg,full
BMW,52300,sedan,55,3,Diesel,yes,2013,5 Series GT,full
BMW,52300,sedan,55,3,Diesel,yes,2013,530,full
Land Rover,52500,crossover,69,4.4,Diesel,yes,2011,Range Rover,full
Toyota,52500,crossover,43,3,Other,yes,2014,Land Cruiser Prado,full
Mercedes-Benz,52777,sedan,60,3,Diesel,yes,2012,CLS 350,full
Land Rover,52900,crossover,25,NA,Petrol,yes,2012,Range Rover Sport,full
Audi,52999,crossover,112,4.2,Diesel,yes,2008,Q7,full
Land Rover,52999,crossover,95,4.4,Diesel,yes,2012,Range Rover,full
Hyundai,53000,van,1,2.5,Diesel,yes,2016,H1 пасс.,full
